cement,blast,fly,water,superplas,coarse_agg,fine_agg,age,ccs
3.310000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,1.025000000000000000e+03,8.210000000000000000e+02,9.000000000000000000e+01,3.791428523999999811e+01
2.125699999999999932e+02,0.000000000000000000e+00,1.003900000000000006e+02,1.593499999999999943e+02,1.036999999999999922e+01,1.003799999999999955e+03,9.037899999999999636e+02,2.800000000000000000e+01,3.740407299999999680e+01
3.420000000000000000e+02,3.800000000000000000e+01,0.000000000000000000e+00,2.280000000000000000e+02,0.000000000000000000e+00,9.320000000000000000e+02,6.700000000000000000e+02,2.700000000000000000e+02,5.506431126399999698e+01
2.957099999999999795e+02,0.000000000000000000e+00,9.564000000000000057e+01,1.715399999999999920e+02,8.869999999999999218e+00,9.551399999999999864e+02,8.592000000000000455e+02,1.400000000000000000e+01,3.523222359999999753e+01
2.960000000000000000e+02,0.000000000000000000e+00,1.067000000000000028e+02,2.214000000000000057e+02,1.050000000000000000e+01,8.192000000000000455e+02,7.783999999999999773e+02,2.800000000000000000e+01,3.142011079600000301e+01
1.703000000000000114e+02,1.555000000000000000e+02,0.000000000000000000e+00,1.856999999999999886e+02,0.000000000000000000e+00,1.026599999999999909e+03,7.242999999999999545e+02,7.000000000000000000e+00,1.073031498799999994e+01
3.870000000000000000e+02,2.000000000000000000e+01,9.400000000000000000e+01,1.570000000000000000e+02,1.392999999999999972e+01,9.380000000000000000e+02,8.450000000000000000e+02,5.600000000000000000e+01,4.796684531999999734e+01
3.390000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.970000000000000000e+02,0.000000000000000000e+00,9.680000000000000000e+02,7.810000000000000000e+02,3.650000000000000000e+02,3.889334115999999852e+01
2.880000000000000000e+02,1.920000000000000000e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.320000000000000000e+02,7.177999999999999545e+02,2.800000000000000000e+01,3.880439875600000477e+01
1.020000000000000000e+02,1.530000000000000000e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,8.870000000000000000e+02,9.420000000000000000e+02,3.000000000000000000e+00,4.565020596000000097e+00
1.413000000000000114e+02,2.120000000000000000e+02,0.000000000000000000e+00,2.035000000000000000e+02,0.000000000000000000e+00,9.717999999999999545e+02,7.485000000000000000e+02,7.000000000000000000e+00,1.039385069999999978e+01
3.220000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.030000000000000000e+02,0.000000000000000000e+00,9.740000000000000000e+02,8.000000000000000000e+02,1.800000000000000000e+02,2.958541516000000016e+01
3.040000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00,2.280000000000000000e+02,0.000000000000000000e+00,9.320000000000000000e+02,6.700000000000000000e+02,2.700000000000000000e+02,5.437828264399999512e+01
2.903500000000000227e+02,0.000000000000000000e+00,9.618000000000000682e+01,1.680800000000000125e+02,9.410000000000000142e+00,9.611799999999999500e+02,8.650000000000000000e+02,3.000000000000000000e+00,2.250449663999999927e+01
2.369000000000000057e+02,9.170000000000000284e+01,7.150000000000000000e+01,2.469000000000000057e+02,6.000000000000000000e+00,8.528999999999999773e+02,6.953999999999999773e+02,2.800000000000000000e+01,2.862980142399999650e+01
2.250000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.810000000000000000e+02,0.000000000000000000e+00,1.113000000000000000e+03,8.330000000000000000e+02,2.800000000000000000e+01,1.734032140000000055e+01
2.770000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.910000000000000000e+02,0.000000000000000000e+00,9.680000000000000000e+02,8.560000000000000000e+02,1.800000000000000000e+02,3.232952963999999696e+01
3.870000000000000000e+02,2.000000000000000000e+01,9.400000000000000000e+01,1.570000000000000000e+02,1.160999999999999943e+01,9.380000000000000000e+02,8.450000000000000000e+02,7.000000000000000000e+00,4.166503467999999799e+01
3.490000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,1.056000000000000000e+03,8.090000000000000000e+02,3.000000000000000000e+00,1.587173751999999993e+01
3.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.820000000000000000e+02,3.000000000000000000e+00,9.860000000000000000e+02,8.170000000000000000e+02,2.800000000000000000e+01,4.486420332000000144e+01
2.380000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860000000000000000e+02,0.000000000000000000e+00,1.119000000000000000e+03,7.890000000000000000e+02,2.800000000000000000e+01,1.754026943999999943e+01
2.513700000000000045e+02,0.000000000000000000e+00,1.182699999999999960e+02,1.929399999999999977e+02,5.750000000000000000e+00,1.043599999999999909e+03,7.542999999999999545e+02,3.000000000000000000e+00,1.198309287999999917e+01
1.435999999999999943e+02,0.000000000000000000e+00,1.749000000000000057e+02,1.584000000000000057e+02,1.789999999999999858e+01,9.427000000000000455e+02,8.445000000000000000e+02,2.800000000000000000e+01,1.542357812000000017e+01
2.137199999999999989e+02,9.804999999999999716e+01,2.451000000000000156e+01,1.817100000000000080e+02,6.860000000000000320e+00,1.065799999999999955e+03,7.853799999999999955e+02,1.400000000000000000e+01,3.038520731999999924e+01
2.660000000000000000e+02,1.140000000000000000e+02,0.000000000000000000e+00,2.280000000000000000e+02,0.000000000000000000e+00,9.320000000000000000e+02,6.700000000000000000e+02,2.800000000000000000e+01,4.585429085599999866e+01
3.330000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.312000000000000455e+02,8.426000000000000227e+02,9.000000000000000000e+01,4.168020315199999715e+01
2.981000000000000227e+02,0.000000000000000000e+00,1.070000000000000000e+02,1.864000000000000057e+02,6.099999999999999645e+00,8.790000000000000000e+02,8.152000000000000455e+02,2.800000000000000000e+01,4.264409059999999840e+01
3.886000000000000227e+02,9.709999999999999432e+01,0.000000000000000000e+00,1.579000000000000057e+02,1.209999999999999964e+01,8.521000000000000227e+02,9.257000000000000455e+02,7.000000000000000000e+00,3.490127512000000110e+01
3.970000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.856999999999999886e+02,0.000000000000000000e+00,1.040599999999999909e+03,7.342999999999999545e+02,7.000000000000000000e+00,2.544786968400000049e+01
2.340000000000000000e+02,1.560000000000000000e+02,0.000000000000000000e+00,1.890000000000000000e+02,5.849999999999999645e+00,9.810000000000000000e+02,7.600000000000000000e+02,2.800000000000000000e+01,3.930013199999999784e+01
3.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.700000000000000000e+02,8.500000000000000000e+02,2.800000000000000000e+01,2.792377799999999866e+01
2.468300000000000125e+02,0.000000000000000000e+00,1.250799999999999983e+02,1.433000000000000114e+02,1.199000000000000021e+01,1.086799999999999955e+03,8.008899999999999864e+02,2.800000000000000000e+01,5.250359739999999675e+01
2.106999999999999886e+02,3.161000000000000227e+02,0.000000000000000000e+00,1.856999999999999886e+02,0.000000000000000000e+00,9.770000000000000000e+02,6.892999999999999545e+02,2.800000000000000000e+01,3.781362174399999532e+01
1.480999999999999943e+02,0.000000000000000000e+00,1.820999999999999943e+02,1.814000000000000057e+02,1.500000000000000000e+01,8.388999999999999773e+02,8.842999999999999545e+02,2.800000000000000000e+01,1.552631004400000059e+01
3.250000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.840000000000000000e+02,0.000000000000000000e+00,1.063000000000000000e+03,7.830000000000000000e+02,2.800000000000000000e+01,3.057136583999999857e+01
1.555999999999999943e+02,2.435000000000000000e+02,0.000000000000000000e+00,1.803000000000000114e+02,1.069999999999999929e+01,1.022000000000000000e+03,6.977000000000000455e+02,2.800000000000000000e+01,3.736339391599999971e+01
1.395999999999999943e+02,2.094000000000000057e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,1.047000000000000000e+03,8.068999999999999773e+02,7.000000000000000000e+00,1.458931215999999864e+01
1.900000000000000000e+02,1.900000000000000000e+02,0.000000000000000000e+00,2.280000000000000000e+02,0.000000000000000000e+00,9.320000000000000000e+02,6.700000000000000000e+02,3.650000000000000000e+02,5.369225402399999325e+01
4.460000000000000000e+02,2.400000000000000000e+01,7.900000000000000000e+01,1.620000000000000000e+02,1.160999999999999943e+01,9.670000000000000000e+02,7.120000000000000000e+02,2.800000000000000000e+01,5.702655996000000016e+01
3.040000000000000000e+02,7.600000000000000000e+01,0.000000000000000000e+00,2.280000000000000000e+02,0.000000000000000000e+00,9.320000000000000000e+02,6.700000000000000000e+02,3.650000000000000000e+02,5.526012244799999706e+01
2.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.940000000000000000e+02,0.000000000000000000e+00,9.680000000000000000e+02,8.850000000000000000e+02,3.000000000000000000e+00,6.467284879999999347e+00
3.040000000000000000e+02,1.400000000000000000e+02,0.000000000000000000e+00,2.140000000000000000e+02,6.000000000000000000e+00,8.950000000000000000e+02,7.220000000000000000e+02,2.800000000000000000e+01,3.341890172000000092e+01
2.500000000000000000e+02,0.000000000000000000e+00,9.568999999999999773e+01,1.918400000000000034e+02,5.330000000000000071e+00,9.488999999999999773e+02,8.572000000000000455e+02,1.000000000000000000e+02,4.116171719999999823e+01
3.310000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.780000000000000000e+02,8.250000000000000000e+02,2.800000000000000000e+01,3.144700036000000054e+01
3.070000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.930000000000000000e+02,0.000000000000000000e+00,9.680000000000000000e+02,8.120000000000000000e+02,3.650000000000000000e+02,3.614922667999999817e+01
1.650000000000000000e+02,2.000000000000000042e-02,1.435699999999999932e+02,1.638100000000000023e+02,0.000000000000000000e+00,1.005600000000000023e+03,9.008999999999999773e+02,3.000000000000000000e+00,1.439625887999999954e+01
2.296800000000000068e+02,0.000000000000000000e+00,1.181599999999999966e+02,1.952299999999999898e+02,6.129999999999999893e+00,1.028099999999999909e+03,7.576299999999999955e+02,3.000000000000000000e+00,1.335515011999999935e+01
1.580000000000000000e+02,0.000000000000000000e+00,1.950000000000000000e+02,2.200000000000000000e+02,1.100000000000000000e+01,8.980000000000000000e+02,7.130000000000000000e+02,2.800000000000000000e+01,8.535712880000000169e+00
4.240000000000000000e+02,2.200000000000000000e+01,1.320000000000000000e+02,1.680000000000000000e+02,8.919999999999999929e+00,8.220000000000000000e+02,7.500000000000000000e+02,7.000000000000000000e+00,4.028509771527068040e+01
3.390000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.970000000000000000e+02,0.000000000000000000e+00,9.680000000000000000e+02,7.810000000000000000e+02,2.800000000000000000e+01,3.203994971999999564e+01
2.135000000000000000e+02,0.000000000000000000e+00,1.742400000000000091e+02,1.546100000000000136e+02,1.166000000000000014e+01,1.052299999999999955e+03,7.754800000000000182e+02,5.600000000000000000e+01,5.143490959999999745e+01
1.920000000000000000e+02,2.880000000000000000e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.297999999999999545e+02,7.161000000000000227e+02,7.000000000000000000e+00,2.148062477999999942e+01
1.430000000000000000e+02,1.690000000000000000e+02,1.430000000000000000e+02,1.910000000000000000e+02,8.000000000000000000e+00,9.670000000000000000e+02,6.430000000000000000e+02,2.800000000000000000e+01,2.972331035999999926e+01
2.960000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,1.085000000000000000e+03,7.650000000000000000e+02,7.000000000000000000e+00,1.420320560000000043e+01
1.723799999999999955e+02,1.360999999999999943e+01,1.723700000000000045e+02,1.567599999999999909e+02,4.139999999999999680e+00,1.006299999999999955e+03,8.563999999999999773e+02,1.000000000000000000e+02,3.767986340000000212e+01
2.840000000000000000e+02,1.500000000000000000e+01,1.410000000000000000e+02,1.790000000000000000e+02,5.459999999999999964e+00,8.420000000000000000e+02,8.010000000000000000e+02,7.000000000000000000e+00,2.413166000000000011e+01
4.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.180000000000000000e+02,0.000000000000000000e+00,8.383999999999999773e+02,7.197000000000000455e+02,2.800000000000000000e+01,2.384897484000000034e+01
3.390000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.970000000000000000e+02,0.000000000000000000e+00,9.680000000000000000e+02,7.810000000000000000e+02,1.800000000000000000e+02,3.644570136000000105e+01
2.763999999999999773e+02,1.160000000000000000e+02,9.029999999999999716e+01,1.795999999999999943e+02,8.900000000000000355e+00,8.701000000000000227e+02,7.682999999999999545e+02,2.800000000000000000e+01,4.428435400399999367e+01
2.120000000000000000e+02,0.000000000000000000e+00,1.247800000000000011e+02,1.590000000000000000e+02,7.839999999999999858e+00,1.085400000000000091e+03,7.995399999999999636e+02,3.000000000000000000e+00,1.951906555999999782e+01
3.590000000000000000e+02,1.900000000000000000e+01,1.410000000000000000e+02,1.540000000000000000e+02,1.091000000000000014e+01,9.420000000000000000e+02,8.010000000000000000e+02,2.800000000000000000e+01,5.949488403999999520e+01
3.220000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.030000000000000000e+02,0.000000000000000000e+00,9.740000000000000000e+02,8.000000000000000000e+02,2.800000000000000000e+01,2.517966351999999830e+01
4.690000000000000000e+02,1.172000000000000028e+02,0.000000000000000000e+00,1.378000000000000114e+02,3.220000000000000284e+01,8.521000000000000227e+02,8.405000000000000000e+02,5.600000000000000000e+01,6.929923275999999532e+01
3.260000000000000000e+02,1.660000000000000000e+02,0.000000000000000000e+00,1.740000000000000000e+02,9.000000000000000000e+00,8.820000000000000000e+02,7.900000000000000000e+02,2.800000000000000000e+01,6.123236355999999603e+01
3.070000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.930000000000000000e+02,0.000000000000000000e+00,9.680000000000000000e+02,8.120000000000000000e+02,9.000000000000000000e+01,3.292247899999999561e+01
1.160000000000000000e+02,1.730000000000000000e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.097999999999999545e+02,8.918999999999999773e+02,3.000000000000000000e+00,6.280436883999999331e+00
2.120000000000000000e+02,1.413000000000000114e+02,0.000000000000000000e+00,2.035000000000000000e+02,0.000000000000000000e+00,9.733999999999999773e+02,7.500000000000000000e+02,9.000000000000000000e+01,3.970002807999999561e+01
2.520000000000000000e+02,9.700000000000000000e+01,7.600000000000000000e+01,1.940000000000000000e+02,8.000000000000000000e+00,8.350000000000000000e+02,8.210000000000000000e+02,2.800000000000000000e+01,3.339821743999999626e+01
2.998000000000000114e+02,0.000000000000000000e+00,1.197999999999999972e+02,2.115000000000000000e+02,9.900000000000000355e+00,8.782000000000000455e+02,7.276000000000000227e+02,2.800000000000000000e+01,2.383587479599999881e+01
2.513700000000000045e+02,0.000000000000000000e+00,1.182699999999999960e+02,1.929399999999999977e+02,5.750000000000000000e+00,1.043599999999999909e+03,7.542999999999999545e+02,5.600000000000000000e+01,3.926565819999999718e+01
4.750000000000000000e+02,1.187999999999999972e+02,0.000000000000000000e+00,1.810999999999999943e+02,8.900000000000000355e+00,8.521000000000000227e+02,7.815000000000000000e+02,5.600000000000000000e+01,7.229845335999999634e+01
3.020000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.030000000000000000e+02,0.000000000000000000e+00,9.740000000000000000e+02,8.170000000000000000e+02,1.400000000000000000e+01,1.812632404000000008e+01
3.070000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.930000000000000000e+02,0.000000000000000000e+00,9.680000000000000000e+02,8.120000000000000000e+02,2.800000000000000000e+01,2.753077667999999889e+01
1.620000000000000000e+02,1.900999999999999943e+02,1.480999999999999943e+02,1.788000000000000114e+02,1.880000000000000071e+01,8.381000000000000227e+02,7.413999999999999773e+02,2.800000000000000000e+01,3.376226076799999731e+01
1.735399999999999920e+02,5.004999999999999716e+01,1.735300000000000011e+02,1.647700000000000102e+02,6.469999999999999751e+00,1.006200000000000045e+03,7.935000000000000000e+02,1.400000000000000000e+01,3.300521612000000005e+01
2.620000000000000000e+02,1.110000000000000000e+02,8.600000000000000000e+01,1.950000000000000000e+02,5.000000000000000000e+00,8.950000000000000000e+02,7.330000000000000000e+02,2.800000000000000000e+01,3.371537639999999669e+01
2.500000000000000000e+02,0.000000000000000000e+00,9.568999999999999773e+01,1.874199999999999875e+02,5.530000000000000249e+00,9.568600000000000136e+02,8.611699999999999591e+02,3.000000000000000000e+00,1.381709903999999867e+01
4.800000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.360000000000000000e+02,7.210000000000000000e+02,2.800000000000000000e+01,4.389204215999999548e+01
3.750000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.860000000000000000e+02,0.000000000000000000e+00,1.038000000000000000e+03,7.580000000000000000e+02,2.800000000000000000e+01,3.821075992000000099e+01
3.036000000000000227e+02,1.399000000000000057e+02,0.000000000000000000e+00,2.135000000000000000e+02,6.200000000000000178e+00,8.955000000000000000e+02,7.225000000000000000e+02,2.800000000000000000e+01,3.341959119599999894e+01
2.513700000000000045e+02,0.000000000000000000e+00,1.182699999999999960e+02,1.884499999999999886e+02,6.349999999999999645e+00,1.028400000000000091e+03,7.577300000000000182e+02,3.000000000000000000e+00,1.312072827999999980e+01
5.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+02,0.000000000000000000e+00,1.125000000000000000e+03,6.130000000000000000e+02,9.000000000000000000e+01,4.722221124000000003e+01
2.296800000000000068e+02,0.000000000000000000e+00,1.181599999999999966e+02,1.952299999999999898e+02,6.129999999999999893e+00,1.028099999999999909e+03,7.576299999999999955e+02,1.400000000000000000e+01,2.231833811999999995e+01
2.120699999999999932e+02,0.000000000000000000e+00,1.216200000000000045e+02,1.803100000000000023e+02,5.690000000000000391e+00,1.057599999999999909e+03,7.793200000000000500e+02,3.000000000000000000e+00,1.247262083999999938e+01
1.330999999999999943e+02,2.101999999999999886e+02,0.000000000000000000e+00,1.956999999999999886e+02,3.100000000000000089e+00,9.493999999999999773e+02,7.952999999999999545e+02,2.800000000000000000e+01,2.893799719600000131e+01
2.660000000000000000e+02,1.140000000000000000e+02,0.000000000000000000e+00,2.280000000000000000e+02,0.000000000000000000e+00,9.320000000000000000e+02,6.700000000000000000e+02,9.000000000000000000e+01,4.702984743600000428e+01
1.530000000000000000e+02,1.020000000000000000e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,8.880000000000000000e+02,9.431000000000000227e+02,9.000000000000000000e+01,2.632281472800000088e+01
2.000000000000000000e+02,1.330000000000000000e+02,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.653999999999999773e+02,8.062000000000000455e+02,2.800000000000000000e+01,3.043967592399999589e+01
5.000000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+02,0.000000000000000000e+00,1.125000000000000000e+03,6.130000000000000000e+02,1.000000000000000000e+00,1.263809507999999937e+01
3.220000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.030000000000000000e+02,0.000000000000000000e+00,9.740000000000000000e+02,8.000000000000000000e+02,1.400000000000000000e+01,2.077391188000000000e+01
2.873000000000000114e+02,1.205000000000000000e+02,9.390000000000000568e+01,1.875999999999999943e+02,9.199999999999999289e+00,9.043999999999999773e+02,6.958999999999999773e+02,2.800000000000000000e+01,4.379827342399999424e+01
3.188000000000000114e+02,2.125000000000000000e+02,0.000000000000000000e+00,1.556999999999999886e+02,1.430000000000000071e+01,8.521000000000000227e+02,8.803999999999999773e+02,5.600000000000000000e+01,6.610006411999999898e+01
2.490999999999999943e+02,0.000000000000000000e+00,9.875000000000000000e+01,1.581100000000000136e+02,1.280000000000000071e+01,9.877599999999999909e+02,8.890099999999999909e+02,3.000000000000000000e+00,1.536152527999999862e+01
3.560000000000000000e+02,0.000000000000000000e+00,1.420000000000000000e+02,1.930000000000000000e+02,1.100000000000000000e+01,8.010000000000000000e+02,7.780000000000000000e+02,2.800000000000000000e+01,4.086524251999999535e+01
2.135000000000000000e+02,0.000000000000000000e+00,1.742400000000000091e+02,1.546100000000000136e+02,1.166000000000000014e+01,1.052299999999999955e+03,7.754800000000000182e+02,2.800000000000000000e+01,4.593978587999999519e+01
1.620000000000000000e+02,1.900000000000000000e+02,1.480000000000000000e+02,1.790000000000000000e+02,1.900000000000000000e+01,8.380000000000000000e+02,7.410000000000000000e+02,2.800000000000000000e+01,3.375674495999999891e+01
2.513700000000000045e+02,0.000000000000000000e+00,1.182699999999999960e+02,1.884499999999999886e+02,5.750000000000000000e+00,1.028400000000000091e+03,7.577300000000000182e+02,1.000000000000000000e+02,4.358177795999999660e+01
1.490000000000000000e+02,1.175999999999999943e+02,9.170000000000000284e+01,1.829000000000000057e+02,7.099999999999999645e+00,9.533999999999999773e+02,7.802999999999999545e+02,2.800000000000000000e+01,2.352423164400000033e+01
2.317500000000000000e+02,0.000000000000000000e+00,1.216200000000000045e+02,1.739600000000000080e+02,6.719999999999999751e+00,1.056400000000000091e+03,7.784500000000000455e+02,5.600000000000000000e+01,4.269924867999999663e+01
3.053000000000000114e+02,2.035000000000000000e+02,0.000000000000000000e+00,2.035000000000000000e+02,0.000000000000000000e+00,9.653999999999999773e+02,6.310000000000000000e+02,3.000000000000000000e+00,1.414391066399999985e+01
5.250000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.890000000000000000e+02,0.000000000000000000e+00,1.125000000000000000e+03,6.130000000000000000e+02,1.400000000000000000e+01,4.840121519999999578e+01
4.800000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.362000000000000455e+02,7.122000000000000455e+02,7.000000000000000000e+00,3.456963716399999953e+01
2.980000000000000000e+02,0.000000000000000000e+00,1.070000000000000000e+02,1.640000000000000000e+02,1.300000000000000000e+01,9.530000000000000000e+02,7.840000000000000000e+02,2.800000000000000000e+01,3.585964675999999685e+01
3.898999999999999773e+02,1.890000000000000000e+02,0.000000000000000000e+00,1.459000000000000057e+02,2.200000000000000000e+01,9.447000000000000455e+02,7.557999999999999545e+02,7.000000000000000000e+00,5.909498795999999743e+01
2.750000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.830000000000000000e+02,0.000000000000000000e+00,1.088000000000000000e+03,8.080000000000000000e+02,2.800000000000000000e+01,2.449708228000000076e+01
3.325000000000000000e+02,1.425000000000000000e+02,0.000000000000000000e+00,2.280000000000000000e+02,0.000000000000000000e+00,9.320000000000000000e+02,5.940000000000000000e+02,9.000000000000000000e+01,3.772192143600000236e+01
1.670000000000000000e+02,7.540000000000000568e+01,1.670000000000000000e+02,1.640300000000000011e+02,7.910000000000000142e+00,1.007299999999999955e+03,7.701000000000000227e+02,3.000000000000000000e+00,1.552010475999999883e+01
2.608999999999999773e+02,1.005000000000000000e+02,7.829999999999999716e+01,2.005999999999999943e+02,8.599999999999999645e+00,8.645000000000000000e+02,7.615000000000000000e+02,2.800000000000000000e+01,3.240123514399999749e+01
1.570000000000000000e+02,2.140000000000000000e+02,1.520000000000000000e+02,2.000000000000000000e+02,9.000000000000000000e+00,8.190000000000000000e+02,7.040000000000000000e+02,2.800000000000000000e+01,3.305347943999999671e+01
2.000000000000000000e+02,2.000000000000000000e+02,0.000000000000000000e+00,1.900000000000000000e+02,0.000000000000000000e+00,1.145000000000000000e+03,6.600000000000000000e+02,2.800000000000000000e+01,4.924927067999999508e+01
4.390000000000000000e+02,1.770000000000000000e+02,0.000000000000000000e+00,1.860000000000000000e+02,1.109999999999999964e+01,8.848999999999999773e+02,7.078999999999999773e+02,5.600000000000000000e+01,7.169860923999999613e+01
3.795000000000000000e+02,1.511999999999999886e+02,0.000000000000000000e+00,1.539000000000000057e+02,1.590000000000000036e+01,1.134299999999999955e+03,6.050000000000000000e+02,5.600000000000000000e+01,5.489607911999999601e+01
3.420000000000000000e+02,3.800000000000000000e+01,0.000000000000000000e+00,2.280000000000000000e+02,0.000000000000000000e+00,9.320000000000000000e+02,6.700000000000000000e+02,9.000000000000000000e+01,5.045930106000000137e+01
2.035000000000000000e+02,3.053000000000000114e+02,0.000000000000000000e+00,2.035000000000000000e+02,0.000000000000000000e+00,9.633999999999999773e+02,6.300000000000000000e+02,9.000000000000000000e+01,5.186376367199999748e+01
2.490999999999999943e+02,0.000000000000000000e+00,9.875000000000000000e+01,1.581100000000000136e+02,1.280000000000000071e+01,9.877599999999999909e+02,8.890099999999999909e+02,1.400000000000000000e+01,2.868220159999999908e+01
2.317500000000000000e+02,0.000000000000000000e+00,1.216200000000000045e+02,1.739600000000000080e+02,6.719999999999999751e+00,1.056400000000000091e+03,7.784500000000000455e+02,1.400000000000000000e+01,2.677235307999999847e+01
2.555000000000000000e+02,1.703000000000000114e+02,0.000000000000000000e+00,1.856999999999999886e+02,0.000000000000000000e+00,1.026599999999999909e+03,7.242999999999999545e+02,7.000000000000000000e+00,1.723621052400000053e+01
3.870000000000000000e+02,2.000000000000000000e+01,9.400000000000000000e+01,1.570000000000000000e+02,1.432000000000000028e+01,9.380000000000000000e+02,8.450000000000000000e+02,7.000000000000000000e+00,3.683870267999999726e+01
2.137599999999999909e+02,9.806000000000000227e+01,2.451999999999999957e+01,1.817400000000000091e+02,6.650000000000000355e+00,1.066000000000000000e+03,7.855199999999999818e+02,2.800000000000000000e+01,4.023092460000000159e+01
2.501999999999999886e+02,1.668000000000000114e+02,0.000000000000000000e+00,2.035000000000000000e+02,0.000000000000000000e+00,9.776000000000000227e+02,6.941000000000000227e+02,9.000000000000000000e+01,4.771449710399999589e+01
2.770000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.910000000000000000e+02,0.000000000000000000e+00,9.680000000000000000e+02,8.560000000000000000e+02,3.000000000000000000e+00,1.136256447999999963e+01
2.360000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.930000000000000000e+02,0.000000000000000000e+00,9.680000000000000000e+02,8.850000000000000000e+02,7.000000000000000000e+00,9.990507239999999456e+00
3.133000000000000114e+02,1.450000000000000000e+02,0.000000000000000000e+00,1.785000000000000000e+02,8.000000000000000000e+00,8.672000000000000455e+02,8.240000000000000000e+02,2.800000000000000000e+01,4.092522693199999395e+01
3.800000000000000000e+02,9.500000000000000000e+01,0.000000000000000000e+00,2.280000000000000000e+02,0.000000000000000000e+00,9.320000000000000000e+02,5.940000000000000000e+02,9.000000000000000000e+01,4.056325203199999407e+01
1.903400000000000034e+02,0.000000000000000000e+00,1.251800000000000068e+02,1.666100000000000136e+02,9.880000000000000782e+00,1.079000000000000000e+03,7.988999999999999773e+02,5.600000000000000000e+01,3.171589600000000075e+01
2.660000000000000000e+02,1.120000000000000000e+02,8.700000000000000000e+01,1.780000000000000000e+02,1.000000000000000000e+01,9.100000000000000000e+02,7.450000000000000000e+02,2.800000000000000000e+01,3.941734291999999584e+01
3.500000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,2.030000000000000000e+02,0.000000000000000000e+00,9.740000000000000000e+02,7.750000000000000000e+02,7.000000000000000000e+00,1.812632404000000008e+01
1.550000000000000000e+02,1.830000000000000000e+02,0.000000000000000000e+00,1.930000000000000000e+02,9.000000000000000000e+00,1.047000000000000000e+03,6.970000000000000000e+02,2.800000000000000000e+01,1.828490352000000030e+01
3.100000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.920000000000000000e+02,0.000000000000000000e+00,9.710000000000000000e+02,8.506000000000000227e+02,3.000000000000000000e+00,9.866401559999999904e+00
